W,Record.W.HomeTeam,Record.L.HomeTeam,HomeTeamNumber,OppTeamNumber,Local,OT,Tm.Score,Opp.Score,1stD.Off,TotYd.Off,PassY.Off,RushY.Off,TO.Off,1stD.Def,TotYd.Def,PassY.Def,RushY.Def,TO.Def,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Wild Card,Division,Conf. Champ.,Super Bowl,Thu,Sat,Sun,Mon
1,9,1,29,13,0,0,36,26,26,442,408,34,2,21,266,131,135,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,10,1,29,5,0,0,37,8,16,339,227,112,0,19,198,81,117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10,2,29,6,1,0,17,20,15,331,157,174,1,21,283,105,178,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,11,2,29,12,1,0,48,46,25,516,354,162,1,28,465,349,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,11,3,29,18,0,0,22,29,20,313,193,120,2,20,290,201,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,12,3,29,14,0,0,34,31,19,334,215,119,2,24,395,323,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,13,3,29,2,1,0,26,21,18,398,270,128,0,27,348,223,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,14,3,29,21,0,0,27,10,21,308,122,186,2,7,147,126,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,15,3,29,5,0,0,37,20,19,354,69,285,0,21,358,296,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,15,4,29,1,1,0,20,31,21,351,210,141,2,26,397,268,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,6,23,1,0,59,10,31,643,378,265,0,12,200,179,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,6,13,0,0,23,17,26,440,258,182,0,15,349,329,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,1,6,1,1,0,28,33,29,452,249,203,0,27,503,363,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,2,6,22,0,0,25,40,24,395,222,173,3,22,530,337,193,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,2,6,15,1,0,26,23,22,277,139,138,3,18,269,192,77,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,2,6,27,0,0,23,17,26,497,228,269,1,18,250,217,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,2,6,2,1,0,30,16,14,340,141,199,0,20,347,241,106,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6,2,6,7,0,0,37,20,26,372,162,210,2,22,342,268,74,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,2,6,27,1,0,49,13,20,379,243,136,1,21,307,150,157,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,8,2,6,17,0,0,41,7,25,491,235,256,0,16,232,110,122,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,9,2,6,14,1,0,45,6,31,480,195,285,0,14,221,199,22,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,2,6,29,0,0,20,17,21,283,105,178,1,15,331,157,174,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,11,2,6,3,1,0,24,17,18,257,139,118,1,16,209,105,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,12,2,6,19,0,0,42,21,23,430,212,218,0,13,310,207,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,13,2,6,22,1,0,31,15,31,481,238,243,1,17,241,184,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,14,2,6,15,0,0,28,10,19,304,81,223,2,10,168,77,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,14,3,6,16,0,0,12,28,29,530,345,185,3,15,300,83,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,0,14,25,1,0,30,27,22,349,183,166,1,21,343,216,127,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,14,12,0,0,27,9,20,380,265,115,1,15,244,187,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,0,14,22,1,0,20,13,20,344,254,90,3,18,270,175,95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,1,14,28,0,0,40,55,36,518,490,28,4,27,464,376,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,2,14,2,1,0,29,30,24,477,395,82,2,25,429,262,167,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,14,29,0,0,7,20,10,157,48,109,1,22,331,232,99,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,3,14,18,1,0,37,10,23,381,291,90,0,14,224,186,38,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,3,14,27,0,0,24,10,19,470,372,98,0,24,401,297,104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,4,14,15,1,0,12,17,16,306,218,88,4,15,273,231,42,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6,4,14,10,0,0,17,7,13,283,173,110,2,17,267,193,74,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6,5,14,6,0,0,6,45,14,221,199,22,2,31,480,195,285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,5,14,13,1,0,34,7,27,549,417,132,0,13,198,124,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,8,5,14,2,0,0,28,12,26,455,293,162,2,16,308,202,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,8,6,14,30,1,0,21,44,23,289,267,22,1,25,475,212,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,8,7,14,29,1,0,31,34,24,395,323,72,1,19,334,215,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,9,7,14,13,0,0,31,24,25,424,311,113,0,22,393,322,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,9,32,0,0,24,16,19,357,259,98,0,18,344,249,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,9,1,0,0,10,28,19,307,178,129,2,24,467,436,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,9,21,1,0,14,34,17,302,214,88,1,23,385,174,211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,2,9,24,1,0,31,24,21,377,189,188,1,22,346,265,81,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,2,9,10,0,0,24,21,25,398,229,169,2,15,236,194,42,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,3,9,5,1,0,24,42,21,484,329,155,2,22,481,421,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,4,9,17,1,0,24,27,15,378,285,93,0,29,388,258,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,4,9,26,0,0,31,24,25,450,279,171,0,26,473,383,90,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,4,9,11,0,0,26,24,18,278,200,78,0,26,315,169,146,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6,4,9,27,0,0,17,10,20,386,273,113,2,16,246,73,173,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6,5,9,19,1,0,3,34,10,208,140,68,2,21,401,313,88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6,6,9,1,1,0,9,40,19,332,210,122,3,22,259,163,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,6,7,9,16,0,0,21,42,22,355,258,97,1,26,552,391,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,6,8,9,8,0,0,16,20,27,364,236,128,0,17,262,185,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,7,8,9,11,1,0,24,17,19,366,267,99,0,21,284,265,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,7,9,9,32,1,0,15,16,18,477,380,97,1,16,238,168,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,7,15,0,0,33,3,24,465,366,99,0,15,308,276,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,7,23,1,0,43,0,27,379,255,124,1,11,184,142,42,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,0,7,19,0,0,30,14,21,381,313,68,2,6,105,69,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,7,3,1,0,16,10,11,224,150,74,1,23,375,240,135,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,0,7,4,1,0,33,7,23,442,312,130,1,11,223,78,145,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6,0,7,31,0,0,35,14,27,427,313,114,2,10,213,161,52,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,0,7,19,1,0,33,0,22,323,249,74,1,12,154,73,81,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,0,7,22,0,0,27,13,19,318,239,79,0,15,310,151,159,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,8,1,7,6,1,0,20,37,22,342,268,74,2,26,372,162,210,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,9,1,7,20,1,0,17,10,19,298,224,74,0,21,255,174,81,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,10,1,7,30,0,0,13,9,17,282,181,101,0,16,321,212,109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10,2,7,17,1,0,22,28,29,448,303,145,1,16,276,224,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,10,3,7,1,0,0,16,23,17,278,184,94,1,20,346,271,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,11,3,7,27,1,0,34,13,19,291,116,175,0,19,315,151,164,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,12,3,7,3,0,0,24,17,23,414,271,143,1,14,268,176,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,12,4,7,23,0,0,24,27,18,352,217,135,2,26,389,326,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,12,5,7,16,0,0,13,20,18,307,209,98,2,19,272,71,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,25,14,0,0,27,30,21,343,216,127,3,22,349,183,166,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,25,28,0,0,14,20,20,352,313,39,1,16,289,189,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,25,13,1,0,38,20,21,413,240,173,1,21,248,127,121,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,2,25,17,1,0,16,10,19,297,203,94,3,18,264,128,136,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,2,25,8,0,0,34,27,22,445,160,285,0,28,507,358,149,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,2,25,28,1,0,37,26,17,268,209,59,1,23,407,365,42,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,3,25,29,1,0,13,51,12,230,100,130,3,24,388,156,232,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,3,25,16,0,0,30,20,22,370,214,156,1,24,431,310,121,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,4,25,5,1,0,16,24,26,401,281,120,2,23,388,225,163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,5,25,18,0,0,3,29,17,347,270,77,4,20,349,295,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,6,25,12,1,0,31,34,26,351,230,121,1,23,418,300,118,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,7,25,4,0,0,21,29,22,278,213,65,2,20,362,114,248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,5,8,25,18,1,0,20,40,27,345,245,100,4,22,461,302,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,5,9,25,2,0,0,24,30,28,414,269,145,3,21,428,274,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,5,10,25,24,1,0,6,38,19,286,199,87,3,25,324,106,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,5,11,25,12,0,0,10,42,16,329,288,41,3,25,379,264,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,26,13,1,0,27,27,23,477,361,116,2,21,387,275,112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,26,11,0,0,13,10,19,339,245,94,2,21,424,287,137,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,26,20,1,0,27,24,16,287,201,86,0,22,373,246,127,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,1,26,1,0,0,30,34,29,447,261,186,2,29,438,315,123,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,2,26,5,1,0,22,23,13,299,243,56,0,22,447,277,170,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,3,26,21,0,0,30,42,26,433,352,81,1,32,504,338,166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,3,26,31,0,0,31,26,17,375,316,59,2,24,370,290,80,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,4,26,9,1,0,24,31,26,473,383,90,2,25,450,279,171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,5,26,10,1,0,13,20,21,357,259,98,1,13,226,145,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,6,26,30,0,0,27,35,19,312,191,121,0,26,509,434,75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,7,26,4,1,0,16,19,21,364,189,175,4,13,230,144,86,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,8,26,10,0,0,20,24,19,364,259,105,1,22,419,331,88,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,9,26,21,1,0,7,20,18,231,161,70,2,22,354,234,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,3,10,26,28,0,0,17,38,16,295,250,45,3,23,495,446,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,3,11,26,32,1,0,17,27,13,191,95,96,0,25,348,198,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,3,12,26,5,0,0,20,23,17,305,134,171,1,25,432,312,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,8,1,0,0,26,40,18,428,347,81,2,24,491,378,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,8,17,1,0,12,13,16,281,178,103,1,17,263,137,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,2,8,16,0,0,20,7,12,292,204,88,0,21,340,249,91,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,8,32,1,0,26,24,25,455,186,269,0,19,371,303,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,3,8,25,1,0,27,34,28,507,358,149,3,22,445,160,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,4,8,12,0,0,6,13,11,226,151,75,1,18,326,222,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,4,8,27,1,0,27,17,22,460,244,216,0,21,291,258,33,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,4,8,19,0,0,29,15,21,389,278,111,1,15,213,167,46,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,5,8,17,0,0,3,26,21,356,282,74,4,21,410,194,216,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,6,8,24,1,0,13,33,15,308,279,29,1,23,389,125,264,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,7,8,16,1,0,20,42,23,369,252,117,1,21,471,252,219,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,8,8,28,0,0,11,28,14,242,193,49,4,19,315,241,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,4,9,8,11,0,0,10,45,15,252,164,88,0,27,525,330,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,9,8,9,1,0,20,16,17,262,185,77,0,27,364,236,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,5,10,8,18,1,0,12,24,17,288,173,115,1,28,518,383,135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,6,10,8,24,0,0,38,20,23,353,286,67,1,17,275,143,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,19,3,0,0,16,17,17,223,155,68,1,23,370,242,128,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,19,22,0,0,3,23,13,262,169,93,1,16,375,305,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3,19,7,1,0,14,30,6,105,69,36,1,21,381,313,68,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,19,20,1,0,6,31,9,128,61,67,3,17,265,181,84,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,4,19,30,0,0,24,22,20,382,326,56,1,26,399,270,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,19,7,0,0,0,33,12,154,73,81,6,22,323,249,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,6,19,8,1,0,15,29,15,213,167,46,3,21,389,278,111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,19,23,1,0,18,26,17,321,238,83,1,22,316,266,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,7,19,31,0,0,34,27,18,294,218,76,0,15,281,258,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,7,19,4,1,0,34,17,23,400,285,115,2,13,225,171,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
